Claim_ID,Customer_Age,Policy_Tenure,Claim_Amount,Claim_Type,Previous_Claims,Customer_Income,Marital_Status,Number_of_Dependents,Location,Claim_Submission_Delay,Fraudulent_Claim
410,52,17,18708.61,Home,1,140779,Married,0,Rural,33,0
411,33,16,7569.79,Medical,4,163932,Married,0,Urban,8,0
412,78,10,34946.14,Auto,1,102946,Single,4,Rural,11,0
413,58,10,8646.62,Life,1,138353,Married,4,Urban,15,0
414,53,2,37807.19,Medical,3,37670,Single,3,Suburban,70,0
415,50,9,48421.56,Life,3,104766,Divorced,3,Suburban,30,0
416,21,17,39087.87,Home,0,192352,Widowed,1,Rural,32,1
417,50,11,1611.24,Medical,1,109694,Divorced,4,Urban,6,0
418,31,10,30194.35,Home,2,186133,Single,3,Suburban,2,1
419,38,17,34922.83,Auto,1,70764,Married,3,Urban,19,0
420,65,4,41360.19,Life,1,135164,Widowed,1,Suburban,4,0
421,37,16,3272.11,Home,0,43810,Married,0,Rural,66,0
422,73,15,24265.34,Life,2,129660,Divorced,2,Suburban,37,0
423,25,5,27000.86,Life,1,110894,Single,1,Urban,78,1
424,24,6,8871.68,Home,2,196660,Widowed,2,Urban,55,0
425,20,17,16461.27,Auto,3,35933,Widowed,1,Urban,22,1
426,34,1,22290.98,Life,3,181106,Single,1,Rural,1,0
427,50,19,41743.88,Home,2,21947,Single,0,Rural,20,0
428,65,4,46505.67,Auto,1,39715,Widowed,3,Urban,77,0
429,29,17,31606.93,Home,2,50956,Divorced,4,Urban,13,0
430,76,9,20049.79,Auto,2,100846,Divorced,1,Suburban,61,1
431,68,2,13074.54,Life,3,36303,Married,0,Suburban,10,0
432,39,8,49115.69,Medical,2,133318,Widowed,2,Suburban,3,0
433,72,15,49159.49,Home,4,44031,Single,3,Urban,46,0
434,39,7,46286.36,Life,4,114786,Single,1,Suburban,19,0
435,63,6,39390.62,Home,3,107389,Single,2,Urban,51,0
436,47,1,16626.09,Home,1,169049,Single,1,Rural,15,0
437,55,15,40941.52,Auto,1,62707,Widowed,4,Suburban,44,0
438,55,7,20735.25,Home,3,165537,Divorced,4,Urban,7,1
439,62,17,16675.27,Auto,1,95761,Married,3,Urban,61,0
440,68,2,37370.84,Life,0,167712,Divorced,2,Rural,83,0
441,71,9,4442.87,Home,4,51535,Married,4,Rural,20,0
442,25,9,2903.85,Life,0,190352,Single,0,Rural,63,0
443,44,13,22673.71,Medical,0,22991,Single,3,Rural,29,0
444,44,6,22559.12,Life,0,168873,Widowed,1,Suburban,35,0
445,51,6,44834.39,Home,3,109680,Single,2,Rural,4,0
446,38,3,6744.58,Medical,0,27965,Widowed,2,Urban,84,0
447,47,17,6602.55,Auto,2,164802,Widowed,0,Urban,37,0
448,50,17,7798.9,Medical,1,49553,Widowed,4,Urban,86,0
449,45,12,1971.94,Home,3,138802,Single,2,Urban,18,0
450,64,16,4050.72,Home,2,28301,Single,0,Urban,73,1
451,50,15,33163.56,Life,2,38936,Divorced,0,Rural,26,0
452,22,13,21863.42,Auto,4,165227,Married,1,Urban,12,0
453,77,1,38298.35,Home,4,147978,Divorced,0,Rural,8,0
454,78,17,49633.59,Home,2,147230,Single,3,Rural,16,1
455,65,3,33122.22,Auto,4,68848,Married,2,Rural,43,1
456,36,15,2997.55,Auto,1,22042,Widowed,3,Rural,44,0
457,21,4,5675.86,Life,1,169637,Married,0,Suburban,87,0
458,52,4,44109.7,Medical,4,198674,Widowed,0,Suburban,41,0
459,66,18,26611.05,Auto,0,57260,Single,3,Suburban,50,0
460,34,17,41329.44,Home,2,56326,Married,1,Suburban,82,0
461,61,19,42902.31,Auto,1,62581,Widowed,0,Suburban,57,0
462,45,11,46419.89,Home,4,154730,Divorced,3,Urban,57,0
463,47,3,47516.55,Life,4,101855,Divorced,3,Suburban,29,0
464,46,8,27963.88,Medical,1,104614,Widowed,2,Urban,4,0
465,63,14,17380.5,Life,1,122188,Divorced,1,Urban,7,0
466,70,1,48112.31,Auto,0,188620,Divorced,4,Rural,36,0
467,23,14,27596.62,Home,4,170740,Married,3,Rural,46,0
468,52,2,3680.51,Auto,4,191357,Divorced,2,Rural,88,0
469,77,4,32317.44,Auto,3,173618,Married,4,Suburban,44,0
470,58,19,29590.4,Auto,0,57874,Single,2,Urban,4,0
471,54,6,44841.75,Auto,1,71318,Divorced,2,Suburban,62,1
472,41,1,32832.77,Medical,1,57165,Single,1,Rural,85,0
473,46,17,17778.1,Home,2,76820,Divorced,0,Rural,46,0
474,66,8,48328.17,Auto,1,65411,Widowed,1,Urban,24,0
475,63,19,40180.16,Home,4,105312,Widowed,4,Urban,49,0
476,70,1,31705.67,Medical,1,56479,Single,1,Rural,44,0
477,48,5,14999.8,Home,4,140567,Single,0,Suburban,29,0
478,52,16,18990.24,Home,4,119890,Single,1,Suburban,47,0
479,77,6,33663.51,Medical,0,59906,Widowed,1,Urban,50,0
480,50,8,4063.05,Auto,1,149523,Single,1,Rural,54,0
481,69,13,13205.69,Home,0,93198,Widowed,3,Suburban,54,0
482,78,16,35838.1,Life,4,92940,Single,3,Urban,45,0
483,38,3,24260.92,Home,1,193677,Married,1,Urban,30,0
484,49,19,20418.48,Auto,1,29542,Married,0,Urban,33,0
485,40,12,7997.15,Life,0,47774,Divorced,0,Suburban,73,0
486,50,16,22371.53,Auto,0,159628,Married,0,Urban,67,0
487,20,11,38649.25,Home,4,197195,Single,0,Suburban,32,0
488,35,10,13568.64,Medical,4,98342,Married,2,Urban,55,0
489,42,4,767.23,Auto,1,137887,Married,1,Suburban,57,0
490,59,12,33590.99,Auto,1,193658,Single,1,Rural,56,0
491,48,2,48645.02,Medical,3,146081,Married,2,Suburban,16,0
492,71,19,30537.91,Home,3,34864,Single,0,Rural,10,0
493,75,5,6436.13,Auto,2,115552,Married,4,Urban,70,0
494,20,8,16376.29,Home,4,78989,Single,4,Suburban,80,0
495,57,7,43448.26,Home,2,76093,Widowed,2,Urban,16,0
496,63,14,12012.12,Home,2,53749,Widowed,4,Rural,9,0
497,41,3,30580.95,Medical,0,79739,Divorced,3,Urban,25,0
498,67,18,20432.22,Home,0,194068,Married,1,Urban,5,1
499,49,16,10788.26,Home,3,37305,Divorced,4,Urban,80,0
500,64,19,40763.64,Life,2,97474,Single,3,Rural,15,1
501,39,19,37270.15,Life,3,36318,Widowed,1,Rural,89,0
502,40,18,33248.76,Life,4,72810,Single,3,Suburban,3,0
503,19,16,12198.66,Auto,1,146662,Divorced,1,Suburban,61,0
504,44,8,5343.92,Auto,0,141752,Single,1,Suburban,83,1
505,59,1,29019.89,Life,4,188892,Single,4,Suburban,63,0
506,19,17,27907.05,Medical,4,81800,Single,2,Urban,55,0
507,43,12,9825.06,Medical,0,90942,Single,4,Rural,74,0
508,34,11,3284.21,Life,0,40661,Widowed,0,Rural,22,0
509,57,5,4495.07,Auto,2,103394,Single,3,Urban,32,0
510,50,12,49642.16,Auto,3,50816,Single,0,Suburban,30,0
511,26,17,39287.4,Medical,4,32850,Widowed,1,Rural,6,0
512,60,6,46138.38,Home,2,190938,Single,4,Urban,85,1
513,71,1,10155.21,Medical,2,177716,Single,0,Urban,4,1
514,65,5,48048.14,Home,4,72919,Divorced,0,Suburban,36,1
515,56,14,7561.39,Auto,4,47428,Widowed,0,Suburban,0,1
516,46,5,25699.55,Auto,1,125023,Married,1,Rural,69,0
517,59,1,41569.94,Life,3,134160,Single,1,Rural,44,1
518,72,18,17815.27,Auto,4,126898,Divorced,1,Suburban,46,0
519,43,16,21529.01,Home,0,184452,Widowed,0,Rural,67,1
520,52,9,6845.16,Medical,1,92822,Single,3,Suburban,29,0
521,67,19,6584.63,Life,3,95604,Married,4,Urban,80,0
522,42,5,31168.63,Home,0,154089,Single,4,Urban,59,0
523,41,2,33938.85,Medical,0,29926,Divorced,1,Urban,23,0
524,30,15,38977.96,Medical,3,64508,Widowed,0,Rural,30,1
525,77,7,28055.76,Medical,1,174558,Divorced,3,Suburban,27,0
526,75,4,32465.08,Auto,0,145799,Widowed,2,Urban,44,0
527,24,1,1169.1,Medical,2,115933,Married,1,Urban,3,0
528,74,13,8527.45,Auto,3,180583,Single,2,Rural,60,0
529,53,7,49253.28,Medical,3,145030,Divorced,4,Rural,38,0
530,62,15,4261.68,Medical,4,134541,Married,4,Urban,82,0
531,37,14,34100.02,Auto,1,30002,Married,3,Rural,23,0
532,18,19,9216.09,Auto,2,68586,Single,3,Rural,70,0
533,25,18,35977.57,Home,2,88737,Divorced,2,Rural,45,1
534,63,10,35446.52,Medical,4,149157,Single,4,Rural,52,0
535,33,9,12092.85,Auto,0,47048,Single,3,Suburban,47,0
536,31,8,13846.9,Home,0,191396,Widowed,3,Rural,8,1
537,29,10,32911.15,Home,2,147912,Widowed,4,Rural,21,1
538,68,17,19809.26,Auto,1,99517,Single,4,Suburban,1,1
539,40,2,10130.12,Medical,0,165597,Widowed,0,Rural,15,0
540,32,6,36718.14,Home,3,141443,Divorced,3,Rural,4,0
541,45,5,8130.3,Medical,4,72634,Widowed,2,Urban,11,0
542,51,9,42854.36,Medical,1,81491,Married,1,Urban,51,0
543,19,5,25976.14,Home,0,142416,Single,1,Urban,25,0
544,49,18,5732.18,Auto,2,25565,Single,4,Suburban,14,0
545,40,9,34856.58,Medical,4,100483,Divorced,2,Rural,66,0
546,39,17,26198.57,Life,0,126234,Single,0,Suburban,72,1
547,68,17,15253.85,Auto,2,92053,Widowed,3,Suburban,58,1
548,42,12,21415.7,Home,0,34287,Married,0,Rural,38,0
549,75,7,15267.72,Life,4,97365,Single,2,Rural,62,0
550,79,3,13519.78,Medical,3,153494,Widowed,0,Urban,24,0
551,78,10,8598.62,Auto,3,49060,Married,4,Rural,40,0
552,39,2,18456.97,Life,2,61633,Single,1,Suburban,27,0
553,75,3,12923.87,Auto,3,125251,Single,4,Urban,20,1
554,75,16,34330.01,Medical,4,33790,Single,3,Suburban,88,0
555,39,2,34351.9,Auto,2,151059,Married,4,Rural,60,0
556,66,10,25341.09,Life,0,176240,Single,2,Urban,56,0
557,69,6,39008.25,Auto,1,175091,Single,2,Rural,10,0
558,59,11,42146.32,Home,0,194811,Widowed,3,Urban,18,0
559,23,7,29198.44,Home,4,23668,Widowed,3,Urban,74,0
560,32,15,31137.29,Life,2,96280,Widowed,1,Urban,88,1
561,71,6,14502.85,Auto,0,48754,Widowed,0,Rural,0,0
562,60,9,44796.03,Life,2,105058,Single,1,Urban,31,1
563,77,12,1698.2,Auto,3,24509,Married,4,Urban,84,0
564,54,19,17755.82,Medical,1,153572,Single,0,Rural,76,1
565,50,3,36229.12,Home,4,138981,Divorced,3,Suburban,33,0
566,25,15,4464.43,Medical,0,95440,Married,2,Rural,16,0
567,70,2,9566.89,Auto,1,46921,Divorced,4,Rural,54,0
568,77,2,29669.64,Medical,4,74551,Single,1,Urban,18,0
569,61,3,28219.69,Life,4,36683,Married,3,Rural,73,0
570,61,6,37076.95,Life,3,97952,Married,0,Rural,41,1
571,22,15,40724.33,Auto,2,34833,Widowed,0,Rural,58,0
572,56,10,6864.69,Home,2,38290,Single,2,Urban,72,1
573,21,9,1409.86,Life,1,34003,Divorced,3,Rural,74,0
574,23,1,34637.11,Home,3,143086,Married,3,Urban,37,0
575,62,16,15418.89,Auto,4,91656,Married,4,Rural,30,0
576,49,6,31486.2,Home,3,61253,Widowed,4,Urban,65,1
577,69,9,7951.96,Auto,3,108022,Married,0,Urban,87,0
578,47,4,23717.48,Medical,1,173778,Widowed,1,Rural,68,0
579,64,2,25469.02,Auto,2,107231,Married,0,Suburban,49,1
580,52,4,29461.35,Medical,3,124791,Married,4,Rural,29,0
581,72,1,25901.92,Auto,3,193804,Single,4,Suburban,34,0
582,57,19,25036.69,Life,3,52716,Married,4,Urban,58,0
583,69,10,16970.34,Life,0,26880,Widowed,0,Suburban,16,0
584,33,15,4023.42,Home,3,48949,Widowed,3,Suburban,65,0
585,30,19,4931.25,Auto,3,86064,Widowed,1,Urban,79,1
586,67,16,21972.02,Auto,4,63093,Divorced,1,Suburban,20,1
587,77,4,18111.76,Auto,0,173916,Married,4,Rural,51,0
588,59,2,26048.67,Home,3,173432,Single,2,Suburban,64,0
589,47,13,15589.49,Life,3,107941,Single,0,Urban,13,0
590,36,1,34551.55,Auto,1,147668,Divorced,3,Suburban,15,0
591,34,17,43265.76,Home,1,144240,Married,4,Urban,54,0
592,73,13,15293.73,Auto,0,63322,Widowed,2,Urban,8,0
593,36,4,10052.71,Medical,4,171776,Divorced,4,Rural,7,0
594,45,7,6250.94,Auto,0,68181,Divorced,2,Urban,72,0
595,75,17,31004.58,Medical,0,181661,Widowed,1,Suburban,33,0
596,72,9,22470.87,Home,1,107972,Divorced,2,Rural,32,1
597,43,4,9806.78,Home,1,132431,Divorced,1,Rural,85,0
598,54,19,32830.27,Life,4,110179,Widowed,1,Suburban,6,0
599,43,1,7849.92,Auto,3,103562,Married,0,Suburban,81,0
600,70,10,27937.88,Home,4,160284,Single,2,Rural,20,0
601,79,4,26593.84,Life,3,164922,Single,3,Urban,4,0
602,40,9,36844.28,Auto,2,59767,Widowed,3,Rural,70,0
603,26,13,3227.93,Home,1,27322,Widowed,2,Rural,11,0
604,29,14,44449.71,Medical,2,55911,Married,0,Rural,58,0
605,70,10,35298.09,Home,2,197652,Divorced,3,Urban,80,1
606,18,6,11198.24,Medical,1,25678,Married,4,Suburban,57,0
607,75,16,9578.56,Life,2,85265,Divorced,3,Suburban,87,0
608,75,6,21867.18,Life,0,86918,Divorced,0,Suburban,36,0
609,18,17,40969.48,Auto,3,172852,Married,1,Urban,82,0
610,64,10,42226.02,Auto,4,178578,Widowed,1,Urban,44,0
611,51,18,26262.58,Auto,1,193368,Widowed,1,Suburban,79,1
612,49,18,43110.14,Life,0,190954,Married,0,Suburban,24,0
613,79,3,769.46,Medical,4,80510,Divorced,1,Suburban,26,0
614,71,15,2241.14,Auto,4,62202,Divorced,1,Suburban,50,0
615,65,15,45635.17,Auto,4,152777,Divorced,0,Urban,41,0
616,42,4,38878.93,Life,2,107983,Divorced,4,Suburban,70,0
617,57,9,22809.95,Medical,2,191802,Married,3,Rural,41,0
618,62,19,37803.7,Home,2,110016,Single,0,Suburban,59,0
619,70,17,47804.15,Auto,2,51051,Widowed,0,Urban,71,0
620,18,11,38718.43,Home,0,137282,Widowed,2,Rural,78,0
621,33,9,42197.38,Home,2,97665,Single,1,Rural,57,0
622,78,10,38150.03,Auto,1,144559,Divorced,4,Rural,79,0
623,56,18,8826.45,Life,4,181857,Single,2,Urban,71,0
624,22,13,41761.92,Auto,0,142827,Single,4,Suburban,80,0
625,39,8,10157.89,Medical,2,49402,Single,1,Urban,21,0
626,46,7,44684.26,Medical,4,22704,Widowed,1,Urban,57,0
627,72,17,23203.17,Auto,0,47027,Widowed,1,Rural,10,0
628,20,15,34010.35,Home,4,79092,Single,3,Rural,5,0
629,29,15,25113.42,Medical,0,25725,Single,4,Urban,21,0
630,43,1,5152.55,Medical,3,84105,Single,4,Rural,77,0
631,33,14,14890.75,Auto,0,176295,Divorced,2,Urban,11,0
632,68,5,49194.73,Auto,2,112305,Divorced,0,Rural,26,0
633,54,11,48055.38,Life,4,178456,Divorced,1,Suburban,0,0
634,39,16,16364.1,Auto,4,82993,Widowed,1,Suburban,63,0
635,74,2,49816.69,Auto,4,117681,Married,2,Suburban,73,1
636,46,8,42354.78,Medical,1,128033,Single,4,Rural,79,0
637,31,11,30742.5,Medical,1,50027,Single,3,Rural,38,1
638,45,18,2486.17,Medical,2,163839,Married,4,Suburban,59,0
639,22,3,45121.62,Home,3,107017,Single,3,Urban,69,0
640,64,1,28092.75,Medical,1,38354,Divorced,3,Urban,53,0
641,66,11,43489.57,Medical,0,68777,Divorced,4,Suburban,24,1
642,47,16,41804.24,Auto,2,172973,Married,1,Rural,19,0
643,63,18,41733.81,Life,3,69966,Divorced,3,Urban,35,0
644,79,16,35059.61,Medical,0,36515,Married,2,Urban,22,0
645,69,10,14925.05,Life,4,175878,Divorced,2,Urban,79,0
646,22,18,17139.93,Medical,1,118698,Single,3,Rural,0,0
647,29,6,15769.23,Medical,0,23573,Widowed,1,Urban,26,0
648,33,19,1492.28,Life,3,193013,Divorced,3,Urban,51,1
649,43,4,29337.16,Auto,2,125410,Married,2,Suburban,1,0
650,43,13,35092.27,Medical,0,63915,Widowed,2,Rural,20,0
651,65,14,42766.37,Life,2,25060,Single,4,Suburban,8,0
652,38,3,7438.19,Medical,4,149471,Widowed,1,Urban,87,0
653,56,10,27437.07,Home,3,75421,Married,4,Rural,47,0
654,53,6,896.4,Home,3,65610,Single,0,Rural,38,0
655,50,1,5207.14,Home,1,30933,Single,3,Suburban,41,0
656,79,14,3183.48,Home,3,92168,Divorced,4,Suburban,70,0
657,47,8,36411.16,Auto,0,63898,Widowed,1,Rural,44,1
658,54,19,4512.45,Home,0,25589,Divorced,3,Rural,1,0
659,40,14,35964.42,Life,0,31612,Single,3,Suburban,75,0
660,75,10,12856.42,Medical,4,67611,Divorced,3,Urban,76,0
661,27,17,43946.79,Life,3,38888,Divorced,3,Rural,66,0
662,71,9,40750.92,Home,3,39417,Married,3,Urban,42,0
663,22,6,47912.6,Auto,0,65440,Divorced,1,Suburban,17,0
664,53,11,44246.22,Home,1,186816,Single,0,Rural,38,0
665,51,7,46699.81,Home,1,31891,Divorced,2,Suburban,5,1
666,69,17,43007.75,Auto,3,92131,Single,0,Rural,41,0
667,48,1,34822.4,Auto,3,82093,Single,2,Rural,51,0
668,27,5,8927.83,Auto,2,48557,Married,4,Suburban,26,1
669,75,9,13949.52,Auto,3,131129,Single,3,Suburban,78,0
670,36,18,11029.98,Auto,0,103817,Single,4,Urban,14,0
671,75,2,30377.5,Auto,4,22192,Married,4,Suburban,18,1
672,49,11,25429.19,Medical,3,196104,Single,2,Suburban,61,0
673,18,6,43420.46,Home,3,193933,Married,1,Urban,63,0
674,73,8,47657.31,Home,0,54946,Widowed,3,Suburban,50,0
675,22,4,20540.56,Auto,2,69884,Widowed,4,Urban,46,0
676,62,18,25564.35,Life,3,66360,Widowed,0,Urban,56,1
677,21,11,48590.06,Auto,1,83252,Single,3,Suburban,19,0
678,33,5,14173.83,Medical,1,148651,Divorced,1,Urban,19,0
679,41,15,39723.34,Life,1,61472,Married,3,Urban,81,1
680,33,18,11649.38,Medical,4,55455,Widowed,4,Urban,63,0
681,72,2,34232.28,Life,4,48672,Married,0,Suburban,37,0
682,19,11,13053.97,Life,3,23756,Widowed,4,Suburban,37,1
683,66,13,44244.8,Auto,3,126927,Widowed,1,Urban,64,1
684,45,4,28293.16,Medical,3,90030,Single,2,Suburban,75,0
685,49,7,9703.72,Life,4,78151,Married,0,Rural,4,0
686,44,11,11606.27,Medical,3,54047,Single,1,Urban,63,0
687,37,4,24945.54,Auto,0,153293,Married,1,Rural,26,0
688,41,15,48099.3,Auto,2,25164,Married,4,Suburban,19,0
689,29,1,38597.29,Auto,1,53622,Divorced,4,Rural,59,0
690,67,3,24671.33,Auto,1,55980,Widowed,4,Suburban,39,0
691,52,14,17217.1,Home,0,139528,Single,2,Suburban,82,0
692,77,6,27688.79,Life,3,104688,Divorced,3,Urban,78,0
693,50,18,37543.86,Home,4,174684,Married,3,Rural,5,0
694,50,1,39304.47,Auto,3,98066,Widowed,4,Urban,72,1
695,78,6,16568.14,Life,3,139947,Single,4,Rural,35,0
696,68,6,36197.38,Life,1,108660,Divorced,2,Suburban,86,0
697,60,16,33060.54,Medical,1,128115,Married,3,Suburban,73,0
698,54,5,47976.06,Auto,4,53043,Divorced,2,Urban,64,0
699,29,17,46588.97,Home,1,141886,Married,1,Rural,10,0
700,20,10,39574.28,Medical,3,97831,Married,3,Rural,48,0
701,18,18,36308.04,Life,0,86250,Widowed,4,Suburban,83,0
702,50,7,14065.06,Home,4,189894,Single,0,Urban,27,0
703,57,3,42375.28,Auto,0,86345,Widowed,1,Suburban,21,0
704,27,13,21661.53,Home,3,105898,Single,0,Suburban,83,0
705,60,15,13975.91,Home,4,151108,Single,2,Urban,46,0
706,61,19,19515.96,Home,0,183474,Married,2,Rural,79,1
707,46,3,41878.81,Medical,4,110034,Divorced,2,Rural,65,1
708,30,4,7857.34,Life,3,113923,Single,4,Suburban,24,1
709,29,5,23079.86,Home,4,30273,Single,2,Rural,66,0
710,48,1,24871.7,Life,3,176102,Single,0,Urban,86,0
711,63,4,2313.17,Medical,4,147419,Single,1,Rural,31,0
712,19,12,10189.43,Auto,4,72460,Married,4,Rural,16,0
713,78,10,41423.75,Auto,1,130803,Widowed,1,Suburban,39,0
714,68,13,41622.99,Home,3,96939,Divorced,2,Rural,83,0
715,67,14,14974.55,Medical,2,170111,Married,3,Urban,29,0
716,52,5,43807.41,Auto,4,34017,Married,4,Suburban,58,0
717,40,4,38703.26,Medical,0,102901,Married,2,Urban,27,0
718,34,14,21186.42,Medical,1,133000,Single,4,Rural,46,1
719,43,10,37546.11,Home,1,59215,Divorced,3,Rural,22,0
720,25,17,48086.06,Home,4,32583,Married,0,Suburban,82,0
721,46,10,23219.0,Medical,2,183991,Married,0,Urban,56,0
722,43,7,12302.15,Medical,1,67025,Married,0,Rural,88,0
723,27,16,47119.92,Home,3,195326,Single,3,Rural,87,0
724,43,1,30385.34,Medical,4,197347,Single,1,Suburban,0,1
725,79,17,5710.63,Home,4,77943,Married,3,Rural,28,0
726,51,9,28847.8,Life,2,160586,Single,3,Rural,49,0
727,68,6,25278.75,Medical,3,189488,Divorced,2,Rural,63,0
728,58,19,42851.65,Home,3,21511,Single,0,Urban,80,0
729,24,13,26769.41,Medical,2,169714,Married,4,Urban,74,0
730,21,3,13134.01,Home,0,102151,Divorced,1,Urban,36,0
731,75,7,33944.38,Medical,3,44225,Single,4,Rural,60,0
732,70,9,27357.48,Auto,0,171918,Married,2,Suburban,6,1
733,67,5,12035.71,Auto,0,49152,Widowed,2,Suburban,89,0
734,62,10,28894.58,Medical,4,126053,Widowed,1,Suburban,86,0
735,28,17,41166.01,Auto,4,86107,Divorced,4,Urban,63,0
736,46,12,1914.26,Medical,1,144387,Divorced,1,Urban,17,0
737,73,16,31727.13,Medical,4,177260,Divorced,1,Urban,28,0
738,53,3,17804.47,Life,3,80910,Single,0,Urban,59,0
739,42,9,14987.24,Life,3,62530,Divorced,4,Rural,53,0
740,38,15,19933.09,Auto,0,98753,Single,0,Suburban,71,0
741,78,5,17430.12,Life,3,61999,Married,0,Suburban,20,0
742,74,13,41695.84,Life,4,26609,Single,0,Urban,20,0
743,53,14,14102.49,Medical,4,198469,Single,3,Suburban,57,1
744,27,15,36791.07,Home,4,69322,Married,2,Suburban,48,0
745,54,16,5155.96,Medical,2,25151,Widowed,2,Urban,35,0
746,26,13,47594.12,Life,3,26406,Single,3,Urban,16,0
747,41,17,31304.67,Medical,1,82678,Single,1,Urban,79,0
748,52,8,35482.57,Auto,3,67062,Married,4,Urban,52,0
749,66,2,15252.95,Home,3,184028,Divorced,4,Rural,14,1
750,52,5,20898.78,Life,2,131377,Married,4,Suburban,78,0
751,65,6,11577.03,Life,3,73830,Widowed,0,Rural,39,1
752,53,12,46660.54,Medical,0,33133,Divorced,4,Suburban,80,0
753,35,18,24661.17,Medical,4,32209,Widowed,4,Rural,50,0
754,66,1,31707.18,Medical,4,129828,Single,4,Urban,64,0
755,56,17,36846.47,Medical,2,94681,Widowed,2,Rural,12,0
756,49,11,18869.75,Life,4,74345,Widowed,3,Urban,37,0
757,41,10,36145.03,Medical,0,62585,Married,1,Urban,73,0
758,40,19,33961.63,Life,2,54638,Divorced,3,Rural,25,0
759,79,14,35430.14,Medical,1,40645,Single,4,Suburban,75,1
760,49,10,24716.88,Home,4,38408,Single,1,Rural,82,0
761,54,15,19455.4,Home,3,32521,Single,1,Urban,14,1
762,29,19,11493.07,Medical,0,107414,Divorced,3,Urban,4,1
763,66,4,41319.0,Medical,0,148432,Divorced,3,Suburban,1,0
764,72,2,30613.33,Auto,4,143520,Widowed,3,Suburban,77,0
765,30,9,22495.43,Home,1,58221,Widowed,3,Suburban,64,0
766,40,10,47227.8,Life,3,120131,Divorced,0,Urban,76,0
767,42,11,2868.02,Home,1,172158,Single,2,Rural,59,1
768,52,14,42583.51,Life,1,36923,Divorced,2,Suburban,55,0
769,58,7,49880.34,Medical,4,101761,Married,4,Urban,77,0
770,47,15,44403.63,Home,3,27202,Divorced,0,Rural,37,0
771,34,19,40616.61,Home,4,115675,Divorced,1,Suburban,56,1
772,66,15,19028.15,Auto,4,188278,Single,3,Rural,50,0
773,79,8,11950.05,Auto,0,170957,Widowed,4,Rural,40,1
774,37,11,36875.1,Home,4,130443,Married,1,Urban,78,0
775,65,9,15576.48,Home,2,31218,Married,2,Urban,69,0
776,42,15,9213.96,Home,3,65692,Married,1,Urban,82,1
777,39,1,39433.03,Life,0,117148,Divorced,3,Rural,51,1
778,30,1,15970.91,Medical,3,26716,Single,3,Suburban,0,0
779,76,19,45764.87,Auto,0,36088,Divorced,2,Suburban,84,0
780,36,3,42111.32,Medical,2,51001,Widowed,3,Suburban,17,0
781,66,10,42458.2,Auto,4,173656,Single,0,Urban,26,0
782,53,8,38692.7,Auto,0,151022,Married,4,Suburban,71,0
783,29,15,44103.63,Auto,0,24286,Divorced,2,Suburban,75,0
784,78,10,40384.47,Home,0,155811,Single,2,Urban,41,0
785,58,1,30324.31,Auto,2,50158,Divorced,1,Suburban,5,0
786,36,18,15143.22,Medical,3,120393,Single,2,Suburban,89,0
787,29,2,44466.36,Auto,2,25605,Married,4,Suburban,79,0
788,26,19,42109.88,Medical,0,76492,Widowed,0,Rural,82,1
789,24,13,23907.53,Auto,0,23321,Widowed,1,Rural,81,0
790,45,1,2434.39,Auto,4,195613,Divorced,4,Urban,23,0
791,31,2,32107.91,Home,2,32170,Married,2,Urban,44,0
792,48,16,3004.54,Medical,2,76045,Divorced,3,Rural,83,0
793,69,15,46350.86,Auto,1,160005,Divorced,3,Urban,70,0
794,36,13,48100.75,Auto,3,160978,Single,4,Urban,6,0
795,75,16,9879.76,Medical,1,130540,Single,0,Suburban,15,0
796,64,17,33981.27,Auto,1,174886,Single,3,Urban,57,1
797,33,7,5067.32,Life,3,121101,Married,4,Urban,56,0
798,70,17,36611.09,Home,4,20818,Married,1,Suburban,41,0
799,22,7,17690.74,Medical,4,28434,Divorced,2,Suburban,13,1
800,52,13,34211.98,Home,3,141494,Single,0,Rural,55,1
801,29,5,18957.39,Life,3,50571,Married,0,Urban,11,1
802,42,17,7705.59,Life,2,60694,Divorced,1,Suburban,14,0
803,69,3,20602.44,Life,2,114426,Married,0,Urban,7,0
804,76,7,6077.34,Medical,2,138792,Divorced,4,Urban,57,0
805,38,17,29055.72,Life,2,65485,Widowed,0,Rural,52,0
806,53,7,2527.1,Medical,0,163141,Single,0,Rural,8,0
807,70,1,26602.32,Medical,0,77198,Widowed,0,Rural,45,0
808,40,17,44375.25,Auto,4,118316,Divorced,4,Rural,6,0
809,33,17,41974.73,Medical,0,189734,Divorced,2,Rural,43,0
810,74,11,44197.69,Life,0,108970,Single,3,Suburban,13,0
811,56,3,46141.42,Medical,2,92928,Single,0,Rural,74,0
812,62,15,5674.13,Medical,2,167174,Divorced,1,Suburban,5,0
813,70,11,6872.99,Home,3,184529,Married,1,Rural,34,0
814,59,16,28071.84,Life,2,107798,Single,4,Suburban,69,0
815,75,9,44751.65,Medical,3,72290,Divorced,2,Urban,60,0
816,56,1,48730.3,Auto,3,142664,Single,0,Rural,23,0
817,31,16,2789.96,Medical,0,163004,Single,4,Suburban,72,1
818,48,9,18110.82,Medical,2,31766,Widowed,3,Rural,1,0
819,75,19,11038.27,Home,0,108247,Widowed,2,Suburban,77,0
820,22,12,37920.31,Life,2,33292,Married,2,Suburban,50,0
